DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
30-Jan-2026,EQ,"2,341.00","2,385.00","2,340.00","2,352.60","2,365.00","2,373.00","2,369.02","2,439.00","2,244.70",2090462,"4,95,23,39,006.00",79742
29-Jan-2026,EQ,"2,370.50","2,374.70","2,312.00","2,378.40","2,345.50","2,352.60","2,342.89","2,439.00","2,244.70",1478536,"3,46,40,52,693.10",68266
28-Jan-2026,EQ,"2,403.10","2,420.20","2,340.60","2,400.90","2,386.00","2,378.40","2,371.32","2,439.00","2,244.70",1797593,"4,26,26,74,771.40",95846
27-Jan-2026,EQ,"2,412.00","2,421.60","2,380.50","2,409.50","2,403.00","2,400.90","2,401.47","2,439.00","2,244.70",2060117,"4,94,73,16,186.60",96373
