EntryDate,EntryPrice,EntryReason,ExitDate,ExitPrice,Result,ReturnPct,ExitReason
2026-01-06,2130.0,STRICT_BREAKOUT,2026-01-09,2087.4,LOSS,-2.0,STOP_HIT
